"","id","host_id","host_listings_count","latitude","longitude","accommodates","bathrooms","beds","price","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_l30d","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","d_TV","d_hot_tub","d_wifi","d_gym","d_sound_system","d_dishwasher","d_pool","d_balcony","d_fridge","d_stove","d_coffee_machine","d_good_view","d_hair_dryer","d_air_conditioner","d_breakfast","d_wardrobe","f_property_type","f_neighbourhood_group_cleansed","f_neighbourhood_cleansed","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","n_days_since","f_bathroom","f_number_of_reviews","f_minimum_nights","accommodates2","ln_accommodates","ln_accommodates2","ln_beds","ln_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","n_days_since2","n_days_since3","ln_review_scores_rating"
"6082",49598262,169774834,1,34.07886,-118.39048,4,2,2,495,30,1125,1,0,19,49,229,1,0,5,0,1,0.2,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,"Condominium","Other Cities","Beverly Hills",0,0,1,147,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,4.99721227376411,24.9721305090587,124.791037081908,21609,3176523,1.6094379124341
"6083",49519737,389316115,4,34.09079,-118.28338,2,1,4,147,30,90,1,23,53,66,326,7,0,5,0,4,0.6,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,"Entire Unit","City of Los Angeles","Silver Lake",1,1,1,348,2,2,3,4,0.693147180559945,0.480453013918201,1.38629436111989,2.07944154167984,5.85507192220243,34.2818672141632,200.722798166319,121104,42144192,1.6094379124341
"6084",49570734,323584526,1,34.10409,-118.29977,4,1,2,160,30,365,1,30,60,90,90,3,0,5,1,1,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","City of Los Angeles","Los Feliz",0,0,1,465,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.38629436111989,6.14418563412565,37.751017106596,231.949256979978,216225,100544625,1.6094379124341
"6085",49598677,340299866,28,34.09265,-118.3439,3,1,2,140,2,28,1,11,19,49,49,75,2,4.75,0,28,3.9,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","West Hollywood",0,0,1,576,2,3,2,9,1.09861228866811,1.20694896081258,0.693147180559945,4.33073334028633,6.3578422665081,40.4221582857969,256.99770645292,331776,191102976,1.55814461804655
"6086",49570782,190525822,1,34.15054,-117.84123,2,1,1,115,2,7,1,15,45,75,164,61,0,4.79,0,1,3.28,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,"Loft","Other Cities","Glendora",0,0,1,557,2,3,2,4,0.693147180559945,0.480453013918201,0,4.12713438504509,6.32435896238131,39.9975162850528,252.958650590366,310249,172808693,1.56653041142282
"6087",49573923,134267499,103,34.10221,-118.34296,4,2,2,113,31,365,1,5,7,37,127,1,0,4,0,102,0.07,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,460,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,6.13339804299665,37.6185715538351,230.729673148622,211600,97336000,1.38629436111989
"6088",49520642,243350889,1,33.758114,-118.134476,2,1,1,145,2,12,1,14,37,63,63,126,5,4.91,0,1,6.53,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","Other Cities","Long Beach",1,1,1,578,2,3,2,4,0.693147180559945,0.480453013918201,0,4.84418708645859,6.361302477573,40.4661692111763,257.417542460944,334084,193100552,1.59127394180643
"6089",49520733,35037234,15,33.99683,-118.43241,5,1,4,108,3,1125,1,10,32,62,62,52,1,4.25,1,11,2.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,576,2,3,3,25,1.6094379124341,2.59029039398023,1.38629436111989,3.97029191355212,6.3578422665081,40.4221582857969,256.99770645292,331776,191102976,1.44691898293633
"6090",49520808,35037234,15,33.99685,-118.43447,5,1,4,107,3,1125,1,6,36,66,66,65,2,4.51,1,11,3.39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,575,2,3,3,25,1.6094379124341,2.59029039398023,1.38629436111989,4.18965474202643,6.35610766069589,40.400104594357,256.787414305108,330625,190109375,1.50629715351459
"6091",49603154,24798072,1,34.04556,-118.25197,2,1,2,105,30,1125,1,30,60,90,365,2,1,5,0,1,0.34,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,"Entire Unit","City of Los Angeles","Downtown",0,1,1,174,2,2,3,4,0.693147180559945,0.480453013918201,0.693147180559945,1.09861228866811,5.16478597392351,26.6750141564371,137.770738969377,30276,5268024,1.6094379124341
"6092",49611230,389316115,4,34.09075,-118.2831,2,1,2,135,30,1125,1,30,30,56,331,2,0,5,0,4,0.18,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,"Entire Unit","City of Los Angeles","Silver Lake",1,1,1,337,2,2,3,4,0.693147180559945,0.480453013918201,0.693147180559945,1.09861228866811,5.82304589548302,33.9078635009016,197.447045383524,113569,38272753,1.6094379124341
"6093",49574823,103997766,13,34.10007,-118.33003,4,1,2,215,30,1125,1,30,60,90,365,9,0,4,0,11,0.46,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,580,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,2.30258509299405,6.36475075685191,40.510052196847,257.836385379992,336400,195112000,1.38629436111989
"6094",49520850,35037234,15,33.99671,-118.43412,4,1,4,105,3,1125,1,10,38,68,68,54,2,4.41,1,11,2.87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,564,2,3,3,16,1.38629436111989,1.92181205567281,1.38629436111989,4.00733318523247,6.33682573114644,40.1553603469196,254.457520689818,318096,179406144,1.48387468945875
"6095",49520891,35037234,15,33.99643,-118.43226,3,1,2,105,3,1125,1,13,40,70,70,49,0,4.49,1,11,2.57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,572,2,2,3,9,1.09861228866811,1.20694896081258,0.693147180559945,3.91202300542815,6.35088571671474,40.3337493867713,256.155032881998,327184,187149248,1.50185270175416
"6096",49520930,35037234,15,33.99644,-118.4326,5,1,4,159,3,1125,1,4,28,54,54,68,3,4.5,1,11,3.61,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,"Entire Unit","Other Cities","Culver City",0,1,1,564,2,3,3,25,1.6094379124341,2.59029039398023,1.38629436111989,4.23410650459726,6.33682573114644,40.1553603469196,254.457520689818,318096,179406144,1.50407739677627
"6097",49521514,51934960,1,34.04239,-118.25273,5,2,2,364,30,365,1,29,59,89,89,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,"Entire Unit","City of Los Angeles","Downtown",0,1,1,0,3,1,3,25,1.6094379124341,2.59029039398023,0.693147180559945,0,0,0,0,0,0,-Inf
"6098",49614102,161456581,21,34.05803,-118.25798,2,1,1,123,30,1125,1,0,26,56,146,1,0,5,0,20,0.07,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Westlake",0,1,1,422,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,6.04737217904628,36.5707102719029,221.156695866268,178084,75151448,1.6094379124341
"6099",49525492,11524850,12,34.02305,-118.36951,6,1,2,125,30,1125,1,30,60,90,365,1,0,1,0,12,0.24,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","Baldwin Hills/Crenshaw",0,1,1,125,2,2,3,36,1.79175946922805,3.2104019955684,0.693147180559945,0.693147180559945,4.83628190695148,23.3896226835062,113.118808994663,15625,1953125,0
"6100",49615173,293255806,7,34.09376,-118.34346,4,1,2,201,2,14,1,12,24,47,322,107,5,4.75,0,7,5.77,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","West Hollywood",1,1,1,555,2,3,2,16,1.38629436111989,1.92181205567281,0.693147180559945,4.68213122712422,6.32076829425058,39.9521118296034,252.528041740911,308025,170953875,1.55814461804655
"6101",49615834,48005494,1521,34.1655,-118.45728,4,2,2,188,30,731,1,0,21,51,326,1,0,5,0,139,0.06,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Apartment","City of Los Angeles","Sherman Oaks",0,1,1,492,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,6.20050917404269,38.4463140173876,238.386722772938,242064,119095488,1.6094379124341
"6102",49590645,3115413,1,33.75541,-118.137,2,1,1,96,3,90,1,0,0,9,9,26,0,5,0,1,1.49,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,"Entire Unit","Other Cities","Long Beach",1,1,1,523,2,2,3,4,0.693147180559945,0.480453013918201,0,3.29583686600433,6.26149168432104,39.2062781128216,245.48978437661,273529,143055667,1.6094379124341
"6103",49530515,37857889,4,33.97699,-118.45452,4,1.5,1,382,2,1125,1,0,0,0,0,13,0,5,0,4,0.68,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Marina del Rey",1,1,1,570,2,2,2,16,1.38629436111989,1.92181205567281,0,2.63905732961526,6.34738920965601,40.2893497788576,255.732184050377,324900,185193000,1.6094379124341
"6104",49591121,16586625,2,34.10367,-118.34176,2,1,1,60,31,1125,1,0,28,58,58,7,0,4.71,0,2,0.41,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Entire Unit","City of Los Angeles","Hollywood",0,1,1,511,2,2,3,4,0.693147180559945,0.480453013918201,0,2.07944154167984,6.23832462503951,38.9166941273743,242.77497129993,261121,133432831,1.54968790802833
"6105",49531121,4134386,1,34.0117,-118.48364,3,1,1,125,30,1125,1,0,0,0,0,1,0,3,0,1,0.06,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,536,2,2,3,9,1.09861228866811,1.20694896081258,0,0.693147180559945,6.28599809450886,39.5137720441691,248.383495776505,287296,153990656,1.09861228866811
"6106",49618023,48005494,1521,33.81218,-118.38731,4,2,2,188,30,731,1,16,20,50,325,0,0,0,0,139,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,"Apartment","Other Cities","Torrance",0,1,1,0,3,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"6107",49531454,159480876,57,34.05093,-118.395676,2,1,1,95,31,350,1,0,7,37,312,5,1,4.4,0,57,0.32,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,"Entire Unit","City of Los Angeles","Beverlywood",0,1,1,465,2,2,3,4,0.693147180559945,0.480453013918201,0,1.79175946922805,6.14418563412565,37.751017106596,231.949256979978,216225,100544625,1.48160454092422
"6108",49593630,374464274,65,34.05671,-118.35321,2,1,1,100,31,365,1,0,0,0,128,6,0,5,0,65,0.34,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,"Entire Unit","City of Los Angeles","Mid-Wilshire",1,1,1,531,2,2,3,4,0.693147180559945,0.480453013918201,0,1.94591014905531,6.27664348934164,39.3962534922949,247.276237986866,281961,149721291,1.6094379124341
"6109",49619642,11351063,27,33.97975,-118.4644,4,2.5,2,400,31,1125,1,0,0,0,67,1,0,5,0,26,0.08,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"Condominium","City of Los Angeles","Venice",1,1,1,389,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,5.96614673912369,35.5949069127563,212.364437806952,151321,58863869,1.6094379124341
"6110",49534008,247343926,7,33.76986,-118.19566,2,1,1,95,1,365,1,30,60,86,361,102,3,4.31,1,7,5.31,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","Other Cities","Long Beach",0,1,1,575,2,3,1,4,0.693147180559945,0.480453013918201,0,4.63472898822964,6.35610766069589,40.400104594357,256.787414305108,330625,190109375,1.46093790411566
"6111",49629295,107434423,4573,33.83235,-118.38854,2,1,1,168,31,1125,1,12,42,72,347,1,0,4,0,693,0.15,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Redondo Beach",0,1,1,196,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,5.28320372873799,27.912241639351,147.466059106455,38416,7529536,1.38629436111989
"6112",49668439,229479261,1,34.04865,-118.24971,2,1,1,115,30,1125,1,0,0,6,96,6,0,4.83,0,1,0.34,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,"Loft","City of Los Angeles","Downtown",1,1,1,524,2,2,3,4,0.693147180559945,0.480453013918201,0,1.94591014905531,6.26339826259162,39.2301577958358,245.714102179633,274576,143877824,1.57484646766448
"6113",49629312,107434423,4573,33.83235,-118.38854,2,1,1,168,31,1125,1,12,42,72,347,1,0,5,0,693,0.14,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Redondo Beach",0,1,1,220,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,5.39816270151775,29.1401605520574,157.303327808355,48400,10648000,1.6094379124341
"6114",49669936,18591032,1,33.76622,-118.18037,4,1,2,199,2,1125,1,22,47,71,161,65,1,4.51,1,1,3.43,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,"Condominium","Other Cities","Long Beach",0,1,1,568,2,3,2,16,1.38629436111989,1.92181205567281,0.693147180559945,4.18965474202643,6.34388043412633,40.2448189624909,255.308319591102,322624,183250432,1.50629715351459
"6115",49629333,107434423,4573,33.8323458,-118.388535,2,1,1,190,31,1125,1,0,4,34,309,0,0,0,0,693,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Redondo Beach",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"6116",49629343,107434423,4573,33.8325295,-118.3888793,2,1,1,168,31,1125,1,25,55,85,360,0,0,0,0,693,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,"Entire Unit","Other Cities","Redondo Beach",0,1,1,0,2,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"6117",49673657,550520,2,34.09761,-118.34111,2,1,1,120,30,1125,1,5,15,34,34,2,0,5,0,1,0.12,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,"Entire Unit","City of Los Angeles","Hollywood",1,1,1,492,2,2,3,4,0.693147180559945,0.480453013918201,0,1.09861228866811,6.20050917404269,38.4463140173876,238.386722772938,242064,119095488,1.6094379124341
"6118",49754938,166069115,22,34.04069,-118.25949,3,2,2,160,1,1125,1,22,35,65,340,97,2,4.29,0,16,5.11,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,"Condominium","City of Los Angeles","Downtown",0,1,1,568,3,3,1,9,1.09861228866811,1.20694896081258,0.693147180559945,4.58496747867057,6.34388043412633,40.2448189624909,255.308319591102,322624,183250432,1.45628673293993
"6119",49755898,3010467,9,34.03874,-118.26274,2,1,1,143,1,5,1,24,50,50,50,114,5,4.85,0,8,6.22,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Downtown",1,1,1,549,2,3,1,4,0.693147180559945,0.480453013918201,0,4.74493212836325,6.30991827822652,39.8150686778971,251.229829599507,301401,165469149,1.57897870494939
"6120",49632625,394739275,8,34.04007,-118.26409,6,2,3,399,30,1125,1,30,60,90,90,1,0,4,1,2,0.05,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Downtown",0,1,1,558,3,2,3,36,1.79175946922805,3.2104019955684,1.09861228866811,0.693147180559945,6.3261494731551,40.0201671567005,253.17355937394,311364,173741112,1.38629436111989
"6121",49675478,22183483,14,33.98979,-118.42417,6,1,2,149,30,1125,1,29,59,89,179,4,0,4.75,0,2,0.24,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,"Entire Unit","City of Los Angeles","Del Rey",0,1,1,490,2,2,3,36,1.79175946922805,3.2104019955684,0.693147180559945,1.6094379124341,6.19644412779452,38.3959198288792,237.918171954928,240100,117649000,1.55814461804655
"6122",49675479,142904724,1,34.05394,-118.36434,2,2,1,800,30,30,1,30,60,90,365,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"Loft","City of Los Angeles","Mid-Wilshire",0,1,1,0,3,1,3,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"6123",49757205,88208866,8,34.04862,-118.18166,2,1,1,83,2,1125,1,10,23,23,23,49,3,4.61,0,7,2.66,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,"Entire Unit","Unincorporated Areas","East Los Angeles",0,1,1,552,2,2,2,4,0.693147180559945,0.480453013918201,0,3.91202300542815,6.31535800152233,39.8837466873922,251.880138772912,304704,168196608,1.52822785700856
"6124",49757898,397897661,2,33.90513,-118.42119,4,1,2,140,30,90,1,0,22,52,141,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Entire Unit","Other Cities","Manhattan Beach",0,1,1,0,2,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"6125",49685387,210321294,36,33.98078,-118.45922,6,2,3,252,2,365,1,15,42,72,72,13,1,4.62,1,12,0.71,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Marina del Rey",0,1,1,551,3,2,2,36,1.79175946922805,3.2104019955684,1.09861228866811,2.63905732961526,6.31354804627709,39.8608889326493,251.663637443596,303601,167284151,1.53039470509365
"6126",49689772,249728386,1,33.92387,-118.30923,2,1,1,55,2,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire Unit","Unincorporated Areas","Athens",0,0,1,0,2,1,2,4,0.693147180559945,0.480453013918201,0,0,0,0,0,0,0,-Inf
"6127",49691029,22626581,13,34.09136,-118.3459,4,2,2,120,30,365,1,0,25,55,330,8,1,4.25,0,13,0.51,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Entire Unit","Other Cities","West Hollywood",1,1,1,472,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,2.19722457733622,6.15909538849193,37.9344560045426,233.641933042528,222784,105154048,1.44691898293633
"6128",49762008,387727233,4,33.84744,-118.27306,6,2,4,102,4,1125,1,13,43,73,73,70,3,4.69,0,4,3.75,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Other Cities","Carson",1,1,1,559,3,3,3,36,1.79175946922805,3.2104019955684,1.38629436111989,4.26267987704132,6.32793678372919,40.042783938873,253.388205409715,312481,174676879,1.54543258245819
"6129",49694006,14936368,95,34.0781,-118.38884,4,2,3,139,5,1125,1,10,10,10,10,10,0,4.6,0,70,0.6,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,"Condominium","Other Cities","West Hollywood",0,1,1,503,3,2,3,16,1.38629436111989,1.92181205567281,1.09861228866811,2.39789527279837,6.22257626807137,38.720455411965,240.940986935409,253009,127263527,1.52605630349505
"6130",49711917,347271195,10,33.98023,-118.45835,6,2,3,322,2,365,1,10,10,22,22,44,1,4.64,1,6,2.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Entire Unit","Unincorporated Areas","Marina del Rey",0,1,1,546,3,2,2,36,1.79175946922805,3.2104019955684,1.09861228866811,3.80666248977032,6.30444880242198,39.74607470236,250.577093058268,298116,162771336,1.53471436623816
"6131",49713609,342227160,25,33.77583,-118.19309,4,2,2,185,31,365,1,0,4,34,127,6,0,5,0,4,0.34,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,"Condominium","Other Cities","Long Beach",1,1,1,529,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.94591014905531,6.27287700654617,39.3489859392556,246.831349129265,279841,148035889,1.6094379124341
"6132",49639445,17361448,1,34.15577,-118.46733,5,2,1,180,30,90,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Condominium","City of Los Angeles","Sherman Oaks",0,1,1,0,3,1,3,25,1.6094379124341,2.59029039398023,0,0,0,0,0,0,0,-Inf
"6133",49714749,136251442,2,34.02351,-118.50241,4,1,2,190,30,1125,1,0,0,4,88,3,0,5,1,1,0.19,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,"Condominium","Other Cities","Santa Monica",1,1,1,462,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.38629436111989,6.13772705408623,37.6716933904621,231.218571695881,213444,98611128,1.6094379124341
"6134",49774867,361989418,12,34.10472,-118.33368,2,1,2,90,31,365,1,0,0,25,300,5,0,4.6,1,12,0.36,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,416,2,2,3,4,0.693147180559945,0.480453013918201,0.693147180559945,1.79175946922805,6.0330862217988,36.3981293596585,219.593052739006,173056,71991296,1.52605630349505
"6135",49775662,81794058,18,34.05311,-118.44286,3,1,2,170,30,1125,1,6,36,66,66,8,0,5,0,17,0.42,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Westwood",1,1,1,567,2,2,3,9,1.09861228866811,1.20694896081258,0.693147180559945,2.19722457733622,6.34212141872115,40.2225040898016,255.09600470253,321489,182284263,1.6094379124341
"6136",49649578,229716119,9,34.08793,-118.28981,2,1,1,60,30,1125,1,28,58,87,87,1,0,5,0,5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Entire Unit","City of Los Angeles","East Hollywood",0,1,1,353,2,2,3,4,0.693147180559945,0.480453013918201,0,0.693147180559945,5.86929691313377,34.4486462545216,202.189333123301,124609,43986977,1.6094379124341
"6137",49651242,4948789,44,33.95509,-118.38504,3,1,1,98,30,150,1,30,60,90,365,2,0,5,0,38,0.13,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,"Entire Unit","City of Los Angeles","Westchester",0,1,1,479,2,2,3,9,1.09861228866811,1.20694896081258,0,1.09861228866811,6.17378610390194,38.1156348567327,235.317776819896,229441,109902239,1.6094379124341
"6138",49720788,107434423,4573,34.0841344,-118.3708025,4,2,2,177,31,1125,1,4,6,27,302,1,0,5,0,693,0.06,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Beverly Grove",0,1,1,525,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0.693147180559945,6.26530121273771,39.2539992863326,245.938129333465,275625,144703125,1.6094379124341
"6139",49651377,93145597,1,34.0176,-118.48884,2,1,2,100,30,1125,0,0,0,0,0,1,0,5,0,1,0.06,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Entire Unit","Other Cities","Santa Monica",0,1,1,515,2,2,3,4,0.693147180559945,0.480453013918201,0.693147180559945,0.693147180559945,6.24610676548156,39.0138497257946,243.684670719766,265225,136590875,1.6094379124341
"6140",49720829,107434423,4573,34.08855,-118.37491,4,2,2,207,31,1125,1,0,0,0,244,0,0,0,0,693,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Beverly Grove",0,1,1,0,3,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"6141",49729816,161456581,21,33.97866,-118.43708,4,2,2,189,30,1125,1,1,1,1,87,2,1,5,0,20,0.17,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,"Entire Unit","Unincorporated Areas","Marina del Rey",0,1,1,353,3,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,1.09861228866811,5.86929691313377,34.4486462545216,202.189333123301,124609,43986977,1.6094379124341
"6142",49654916,127089108,1,34.05502,-118.25209,6,2,2,349,30,30,1,0,0,0,0,12,0,5,0,1,0.63,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,"Loft","City of Los Angeles","Downtown",0,1,1,569,3,2,3,36,1.79175946922805,3.2104019955684,0.693147180559945,2.56494935746154,6.3456363608286,40.26710082387,255.520379133101,323761,184220009,1.6094379124341
"6143",49655295,144856741,22,34.06015,-118.305,2,1,1,115,30,1125,1,30,60,90,365,4,0,3.75,1,22,0.24,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Koreatown",0,1,1,493,2,2,3,4,0.693147180559945,0.480453013918201,0,1.6094379124341,6.20253551718792,38.4714468419777,238.620515434974,243049,119823157,1.32175583998232
"6144",49731816,103263245,6,34.09324,-118.12152,4,1,2,118,3,365,1,30,60,90,176,38,0,4.97,1,6,2.1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","Alhambra",0,1,1,541,2,2,3,16,1.38629436111989,1.92181205567281,0.693147180559945,3.66356164612965,6.29526600143965,39.6303740288819,249.483746248357,292681,158340421,1.60341984010854
"6145",49655625,144856741,22,34.05792,-118.30695,2,1,1,100,30,1125,1,0,16,46,321,5,0,4.6,1,22,0.3,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Koreatown",0,1,1,493,2,2,3,4,0.693147180559945,0.480453013918201,0,1.79175946922805,6.20253551718792,38.4714468419777,238.620515434974,243049,119823157,1.52605630349505
"6146",49796933,103997766,13,34.09953,-118.32966,3,1,1,215,30,1125,1,30,60,90,365,5,0,4.8,0,11,0.27,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,565,2,2,3,9,1.09861228866811,1.20694896081258,0,1.79175946922805,6.33859407820318,40.1777748882325,254.670605981931,319225,180362125,1.56861591791385
"6147",49655784,397921015,3,34.141319,-118.256889,4,1,2,124,1,1125,1,4,22,52,231,38,5,4.66,0,3,2.04,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,"Entire Unit","Other Cities","Glendale",1,1,1,558,2,2,1,16,1.38629436111989,1.92181205567281,0.693147180559945,3.66356164612965,6.3261494731551,40.0201671567005,253.17355937394,311364,173741112,1.53901544813755
"6148",49797136,154113511,42,34.0453,-118.44712,3,1,2,27,30,1125,1,30,60,90,180,4,0,5,0,41,0.24,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,"Entire Unit","City of Los Angeles","Sawtelle",0,1,1,502,2,2,3,9,1.09861228866811,1.20694896081258,0.693147180559945,1.6094379124341,6.22059017009974,38.6957420643415,240.710352710158,252004,126506008,1.6094379124341
"6149",49797167,103997766,13,34.10107,-118.32806,4,1,2,255,30,1125,1,30,60,90,365,0,0,0,0,11,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,"Apartment","City of Los Angeles","Hollywood",0,1,1,0,2,1,3,16,1.38629436111989,1.92181205567281,0.693147180559945,0,0,0,0,0,0,-Inf
"6150",49656312,9686475,4,34.09053,-118.37816,2,1.5,1,139,30,90,1,14,14,14,82,11,0,5,0,2,0.59,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"Condominium","Other Cities","West Hollywood",0,1,1,557,2,2,3,4,0.693147180559945,0.480453013918201,0,2.484906649788,6.32435896238131,39.9975162850528,252.958650590366,310249,172808693,1.6094379124341
